#gd-step, abs-grad_likelihood, theta-error
578 0.059125 0.19197875
579 0.054125 0.1914375
580 0.056625 0.19087125
581 0.057875 0.1902925
582 0.067875 0.18961375
583 0.061625 0.1889975
584 0.059125 0.18840625
585 0.050375 0.1879025
586 0.070375 0.18719875
587 0.067875 0.18652
588 0.054125 0.18597875
589 0.051625 0.1854625
590 0.076625 0.18469625
591 0.059125 0.184105
592 0.061625 0.18348875
593 0.065375 0.182835
594 0.061625 0.18221875
595 0.037875 0.18184
596 0.027875 0.18156125
597 0.069125 0.18087
598 0.075375 0.18011625
599 0.066625 0.17945
600 0.046625 0.17898375
601 0.035375 0.17863
602 0.049125 0.17813875
603 0.080375 0.177335
604 0.065375 0.17668125
605 0.042875 0.1762525
606 0.061625 0.17563625
607 0.064125 0.174995
608 0.067875 0.17431625
609 0.074125 0.173575
610 0.061625 0.17295875
611 0.067875 0.17228
612 0.086625 0.17141375
613 0.052875 0.170885
614 0.067875 0.17020625
615 0.059125 0.169615
616 0.055375 0.16906125
617 0.034125 0.16872
618 0.065375 0.16806625
619 0.040375 0.1676625
620 0.077875 0.16688375
621 0.049125 0.1663925
622 0.049125 0.16590125
623 0.054125 0.16536
624 0.062875 0.16473125
625 0.076625 0.163965
626 0.036625 0.16359875
627 0.042875 0.16317
628 0.041625 0.16275375
629 0.046625 0.1622875
630 0.045375 0.16183375
631 0.044125 0.1613925
632 0.070375 0.16068875
633 0.051625 0.1601725
634 0.037875 0.15979375
635 0.045375 0.15934
636 0.051625 0.15882375
637 0.042875 0.158395
638 0.046625 0.15792875
639 0.037875 0.15755
640 0.077875 0.15677125
641 0.062875 0.1561425
642 0.039125 0.15575125
643 0.060375 0.1551475
644 0.066625 0.15448125
645 0.064125 0.15384
646 0.032875 0.15351125
647 0.046625 0.153045
648 0.037875 0.15266625
649 0.035375 0.1523125
650 0.026625 0.15204625
651 0.056625 0.15148
652 0.064125 0.15083875
653 0.040375 0.150435
654 0.025375 0.15018125
655 0.051625 0.149665
656 0.092875 0.14873625
657 0.054125 0.148195
658 0.062875 0.14756625
659 0.057875 0.1469875
660 0.065375 0.14633375
661 0.044125 0.1458925
662 0.072875 0.14516375
663 0.044125 0.1447225
664 0.044125 0.14428125
665 0.056625 0.143715
666 0.055375 0.14316125
667 0.049125 0.14267
668 0.036625 0.14230375
669 0.035375 0.14195
670 0.050375 0.14144625
